t,F_true,F_smoothed,y_NE,lambda_NE_true,lambda_NE_smoothed,y_MW,lambda_MW_true,lambda_MW_smoothed,y_S,lambda_S_true,lambda_S_smoothed,y_W,lambda_W_true,lambda_W_smoothed
228,-0.6485688857934924,-3.5036297,-0.47554414609335127,0.1150965425680478,0.22175285,-0.7011601943393725,-0.39378225624649604,-0.2942702,-0.12933773650735722,0.7199143773513634,0.60659724,-0.20323419558607408,0.5873957585482062,0.64859205
229,-0.7765553883773153,-4.0079637,-0.6682541610551987,-0.110285149319646,0.12941498,-0.9409888406219951,-0.31572075083084866,-0.46456754,-0.17254418634526403,0.7657616547368287,0.66581404,-0.497644273165075,0.32416408419227083,0.5652605
230,-0.8196628926096917,-4.5822086,-1.3682323825962042,-0.5762984431075971,-0.4560426,-0.6737541652809218,-0.09574675944622693,-0.13940537,-0.050958313946679365,0.8233752924376427,0.8175793,-0.7508666337358507,0.23544438548948787,0.45696712
231,-1.0391791928852423,-5.1100516,-1.158337293817908,-0.16766627763907865,-0.14123036,-0.6168620009017257,0.10154775135118657,-0.021493886,-0.4608098704578385,0.6922706997654731,0.5857301,-1.139847638168898,0.37159091048230947,0.29021376
232,-1.1277852449797652,-5.182492,-0.8681921233383141,0.3673492545281837,0.16328976,-0.7764192242186909,0.11165445831880436,-0.16582279,-0.7275522715086493,0.4558255797054215,0.34702304,-0.9861435630561171,0.33963021694082707,0.35354027
233,-1.0804444944412142,-5.8730836,-0.9779422252357619,0.23119301325908972,0.19102813,-0.7476102463283407,0.014269405045508513,-0.05889048,-1.0574714794017563,0.25396820421953903,0.17038679,-1.385604982261433,0.05306251845664739,0.2527999
234,-0.8995664513079791,-5.441431,-0.9321370534844565,-0.19085354685381084,0.15088695,-0.5449745389521478,0.08418969091826747,0.09052888,-1.0196222297364743,-0.0658120009248293,0.11646186,-1.020810280468716,0.13791059894772437,0.39633512
235,-1.0089290269695204,-5.9135623,-1.3255993150277787,-0.22432231006492798,-0.1485233,-0.6040652638490237,-0.01183589286403304,0.088444725,-1.0172436184828006,-0.016580050754075426,0.16740203,-1.1908662457645691,0.2486668865133341,0.40596324
236,-1.10705099297969,-6.239325,-1.4593639536498766,-0.24791855352332262,-0.2174708,-0.6638708042623915,-0.009677612007728768,0.066243455,-1.1990170642221853,-0.029942826659454733,0.06026134,-1.1483673917366528,0.23817869732455443,0.47389573
237,-1.4291443474404881,-7.4305177,-1.6817697782614192,-0.24871553869927562,-0.20280477,-0.8931436251063104,0.14017835793793215,-0.021675184,-1.6642939390172347,-0.10614633080885683,-0.16395631,-1.6651191430541943,0.25790593762519565,0.37897676
238,-1.4535442355222243,-8.240966,-1.896649293138717,-0.434085816278754,-0.25635144,-1.010399294799706,0.028476984451932197,-0.04291547,-2.2360301054411273,-0.6275430861100837,-0.52687407,-1.7095486156402326,0.1700419267393115,0.490521
239,-1.6129063973011588,-8.580823,-1.9562177632871334,-0.25306071534164537,-0.2482658,-0.9189718644573266,0.1436333834479209,0.08337735,-2.6469880743524508,-0.7893059220440257,-0.80149806,-1.6503299556394575,0.47485826138812715,0.5911176
240,-1.69232231140607,-8.600567,-1.8330197662605612,-0.1102001329831813,-0.121195205,-1.026627550814768,0.2165169120621821,-0.018562526,-2.3773784143777092,-0.5086240125870531,-0.6283344,-1.787794735049543,0.21972298960476305,0.50403565
241,-1.8238514281312082,-9.3346815,-2.0934650933657633,-0.3925512369995654,-0.23545696,-1.187837227437983,0.029994757080122447,-0.09182639,-2.457660276996,-0.5773942913397114,-0.5529892,-2.108635163511852,0.06414566304416011,0.39011362
242,-1.8379908112690917,-9.6994705,-2.1124193772629245,-0.19382920511065302,-0.1817964,-1.1253042917285776,0.1700799248967081,0.008413222,-2.488441103283523,-0.45474836022750886,-0.54777926,-2.3258717411734287,0.05886499645491654,0.28490543
243,-2.101650069972586,-10.455898,-1.99523514636408,0.24578217204512318,0.085895784,-1.3272460150315801,0.24084889172309226,-0.101873934,-3.06039237750499,-0.659596901600304,-0.8246075,-2.480576236852954,0.24517108297452292,0.23836172
244,-2.3217068567812347,-11.207677,-1.984140581965489,0.24330691272576666,0.24662128,-1.5129104745504565,0.20796799648437245,-0.19556022,-2.937772475951509,-0.33467022461561213,-0.6247459,-3.1692347548537745,-0.11367154440321792,-0.0899017
245,-2.00231978997699,-10.536594,-1.8137442553799858,0.13934584340320044,0.2834459,-1.2048921048974326,0.052025878483350135,0.023391318,-2.509594920210989,-0.3271281809638927,-0.36594337,-2.880711341843037,-0.38829624402322843,-0.13251963
246,-2.195433177168095,-11.910052,-2.1674417152217447,0.0900433240112161,0.20313,-1.6397055719316516,-0.08726019999965537,-0.24066752,-2.694535986103456,-0.24220809150046707,-0.21739087,-3.67695608379394,-0.790000966442079,-0.43598068
247,-2.359951013936291,-11.909645,-2.318579536745737,0.19958817880324595,0.051919684,-1.63838784690075,-0.15045754653517768,-0.24276847,-2.346762706835323,0.20065308018828293,0.103462696,-3.7980779464950585,-0.6880079009133099,-0.55489326
248,-2.084413984688094,-11.115441,-2.335360689450635,-0.1764843691186846,-0.12285981,-1.5494302830875046,-0.03897686773434815,-0.24553427,-1.787024016806453,0.4535469902755473,0.45414698,-3.463353126317178,-0.8514742325891524,-0.483056
249,-1.6486539093020327,-9.836122,-1.7712579261423813,-0.11713357315542144,0.18646526,-1.2994624856959618,-0.1745252692976882,-0.1457144,-1.371610502775449,0.35301047941632213,0.5880672,-3.0309783405067035,-0.8338983488823958,-0.40042615
250,-1.824388903625834,-9.941926,-1.8854780217121223,-0.17765632707467024,0.09342015,-1.1117979383814296,-0.07399337814517008,0.044466335,-1.653542048563889,0.2109297981980253,0.404039,-2.9638084233987696,-0.5883273452403326,-0.33199725
251,-1.8796262471440386,-10.516094,-1.764727320053265,0.2185571245777394,0.328363,-1.66693507931505,-0.24545803184789494,-0.42930657,-1.8367642831164994,0.13123871630470707,0.31503463,-3.260512661822069,-0.658867462383719,-0.37397593
252,-1.8283929145029623,-10.098165,-1.6859058935240228,0.15093900913008693,0.3240949,-1.6966332032861946,-0.2269767131441433,-0.50702316,-1.8947595829680417,0.2098965294000128,0.19110742,-2.8354130762356666,-0.5289213218941324,-0.1631867
253,-1.5690882678421234,-8.677706,-1.0396981218681558,0.46187567998447787,0.6873592,-1.1348369816899764,-0.16513420732921336,-0.12096925,-1.6463840069891085,0.16996653229485473,0.1390575,-2.377033157248789,-0.5313051029722153,-0.06479795
254,-1.717116829606359,-9.294655,-1.7833973751881462,0.1718461884304047,0.06676133,-1.0500005353682917,0.2346621558954668,0.03386495,-1.8145797272482331,0.08182593296474437,0.11024296,-2.4798126825026214,-0.3196833412943334,-0.004383397
255,-1.7539085064976754,-8.823386,-1.387008796177383,0.2635210935264024,0.3691426,-1.2486742145706775,-0.01886762361168165,-0.20840006,-1.636680928075487,0.3377359647958975,0.17366809,-2.310694307214699,-0.17679316552245147,0.012220144
256,-1.6373078700884138,-8.876083,-1.4676799450533697,0.2878729822556878,0.29901057,-0.9989992440228733,0.20570808608417468,0.038259074,-1.6314667419970525,0.2834045877962972,0.23349038,-2.5209138435508427,-0.30780339881817154,-0.109712504
257,-1.572092958918421,-8.249169,-1.4680108242283494,0.07088258534437814,0.1739229,-0.8866059621819311,0.18704283096543176,0.07768662,-1.1044812684641776,0.668990165763385,0.52903074,-2.328058795099218,-0.3079703767080905,-0.10523109
258,-1.6285163696029359,-8.305222,-1.5081186341717518,0.0957294204701095,0.1449925,-1.0237050269658894,0.21131005247473988,-0.049177542,-1.220394489262696,0.6184248106624377,0.5038897,-2.2527776569253666,-0.04139038400461087,-0.048403185
259,-1.6485898142803421,-7.831732,-1.2162574003680446,0.32387377476591317,0.3425102,-0.9852066497965473,0.1868002289880226,-0.06674699,-1.0026939291278523,0.8779396405566449,0.5897021,-2.1158239395907357,0.05011937353184378,-0.058681637
260,-1.8548241855358394,-8.684494,-1.5891973797527792,0.21053436769370604,0.1393067,-1.037246191299731,0.21614920591970302,-0.022466365,-1.2174223801160307,0.8544631725888933,0.598478,-2.5972768974585674,-0.2632266039972264,-0.21011195
261,-1.8905502471320392,-9.187323,-2.2877176135993396,-0.15943831729430255,-0.4589362,-1.2743494625383938,0.14986659908145974,-0.19260348,-1.0194104282985055,0.9423497585149045,0.7942659,-2.534936698021176,-0.08740343805985504,-0.13884531
262,-1.9305083706333825,-9.594718,-2.148021430344628,-0.13903513499564635,-0.23833095,-1.08336345592417,0.3380008064837865,0.036448672,-1.3859506101815733,0.7176847933902237,0.6047391,-2.966454346512164,-0.3155293624286448,-0.29608297
263,-1.8956828871894442,-9.292482,-2.180526857958918,-0.2986644837048019,-0.3309475,-1.1597863308391432,0.20192997355332087,-0.069905885,-1.3458306143173746,0.4922396539854673,0.53650546,-2.562803627445839,0.0330870364542139,-0.08957063
264,-1.9789819700122966,-9.422975,-2.3208129575061336,-0.32233299888185807,-0.44523004,-1.1967897577616915,0.33137916466954387,-0.09339047,-1.6340665879219431,0.5257627604896183,0.33643067,-2.4563746173203294,0.2544183368447337,0.06577799
265,-1.9082511916305258,-8.824956,-2.1507907216414526,-0.2903006029866036,-0.39430514,-1.2095836687175607,0.16844826370368166,-0.17366949,-1.4769568201028904,0.6511260680844133,0.3365916,-2.143918349000311,0.28766294112541385,0.22316797
266,-1.7563438189575515,-8.350405,-2.2652931191322976,-0.5878859557417165,-0.6032074,-1.0918401852772437,0.1257208340027523,-0.11607515,-1.338305280951765,0.5932596316360553,0.350741,-1.7891228973328235,0.28773461374632675,0.40339124
267,-1.7330294198072815,-8.868872,-2.4950189764089084,-0.8228347302445946,-0.7296984,-1.313293203665271,-0.06021771564133102,-0.270232,-1.5783002957862715,0.30238286815738435,0.23148079,-1.9094730575787096,0.20721936377073516,0.43840548
268,-1.680265958547401,-8.908014,-2.3046896064056477,-0.6029961536028003,-0.5316926,-1.18324443473729,0.020079385539063167,-0.13824423,-1.7774690832754676,0.02729807540956708,0.055316716,-2.0423159565999747,0.3316283094262531,0.38864
269,-1.6722926564107208,-8.768461,-2.4740168273190855,-0.6170904697963164,-0.7287254,-0.9397626246079325,0.2328324019702306,0.08415054,-1.8641670739908036,-0.23231628452491304,-0.098251104,-1.8216111445135097,0.21026171501344915,0.51465124
270,-1.6722799974470086,-9.447671,-2.7553038900234728,-1.0374757676909825,-0.87476337,-1.061507849853081,0.17466249460305638,0.04563135,-2.451296680090977,-0.5272566364015103,-0.43929678,-1.8434682742270345,0.2368556807526119,0.61220354
271,-1.7805137024784357,-9.348303,-2.4637624828802482,-0.7248855952157081,-0.6031068,-1.0670561942713583,0.1101971408768587,0.027112555,-2.3274840749693895,-0.45482360806088357,-0.39068797,-2.0689392480782645,0.40025855969657775,0.45844752
272,-1.7330395632274394,-9.161815,-2.403763093360991,-0.5616788048785039,-0.5801704,-1.148564713537732,-0.07903483175870206,-0.076253,-2.092401801136122,-0.20683334134735068,-0.2504914,-2.054641500909362,0.2286300929573587,0.404642
273,-1.7476325529894627,-9.311086,-2.3047070289313303,-0.620201948954025,-0.45142716,-1.3674025897519766,-0.09762176343980786,-0.27312863,-2.2680704314045523,-0.1885648488590812,-0.32548958,-2.096737998732198,0.06563207900452284,0.38430113
274,-1.4336573066498735,-8.894626,-2.1333556757457126,-0.7905376988225696,-0.36292258,-1.272056841217216,-0.3170165497100754,-0.23071611,-2.076536179399371,-0.5765830202939866,-0.2349774,-2.0137153237867578,-0.20500417623540088,0.33153462
275,-1.197654071278587,-8.375642,-1.6897628383853194,-0.5047954647363168,-0.022738367,-1.25286450321436,-0.3905449377758844,-0.26793307,-1.743918723450862,-0.5532616011248067,-0.062494226,-2.1024474771358728,-0.4145876792349107,0.15777063
276,-1.139777088395112,-8.488139,-1.805361095540135,-0.3592060205137833,-0.1157907,-1.039713270677065,-0.2784180433043372,-0.045362625,-1.8667116980185616,-0.5272392604061953,-0.09803713,-2.187720125577878,-0.7670841262438519,0.053858027
277,-1.254235669849327,-7.755318,-1.2108491670204087,0.17119533910009888,0.33272362,-0.7462694707564639,-0.024882454982260382,0.16158274,-1.4777881829484538,-0.09723555932499667,0.007568419,-2.358728127923357,-0.5144716975111732,-0.15763414
278,-1.4210973906468398,-7.41343,-1.0029247168111601,0.22955375798007152,0.47259876,-0.5424265539523608,0.40147566519861716,0.31945914,-2.0855393836303118,-0.3497968277180171,-0.46849468,-1.924482719968236,-0.05477389455162285,0.07998771
279,-1.24242594768351,-6.701853,-1.0244184044508842,0.27266132253546377,0.30951047,-0.8138468478611665,0.23319276939825867,-0.019436104,-1.8776883018343655,-0.38513911341407064,-0.43175915,-1.2359867146905192,0.2653713403580391,0.39244273
280,-1.2030135639114392,-6.451355,-1.2030513480909075,0.19837653813343115,0.08112803,-0.39486069257788864,0.4018492390154229,0.35592765,-1.2580836821154997,-0.039571719574642006,-0.018205263,-1.6862900195104982,-0.12421180798275919,0.1169901
281,-1.1309920534026976,-5.7964444,-0.6754920837180958,0.33197523085357467,0.47813755,-0.3103657997784018,0.35804226327258554,0.36376846,-1.24535135551851,0.04538155382520084,-0.065556794,-1.4700217877021657,0.0501616367175359,0.11976944
282,-1.3926799514488266,-6.296805,-0.9841484058192901,0.4071959864751692,0.26924956,-0.7332889194078768,0.26374666360611204,0.010767296,-1.500588492411876,0.1422397516756372,-0.16914186,-1.3645436742116257,0.35700563729461404,0.26321974
283,-1.2535641792150995,-5.587317,-0.5466085401023942,0.5964615902169328,0.565417,-0.502044946194974,0.2758864986438125,0.14881766,-1.207333585518395,0.14864097517237157,-0.063540846,-1.318491486414217,0.2136667650567543,0.20442215
284,-1.185401128482945,-5.745899,-0.7549774930040727,0.4027277679569359,0.3887024,-0.6687956725862121,0.2299966714670439,0.004983388,-1.1630157698608998,0.19316671461344204,0.023617744,-1.1996723097481787,0.21034518799295465,0.24854213
285,-1.3519657311451168,-6.811064,-1.0508727093492969,0.255237108174603,0.30479392,-0.8943732317383413,0.20055669601546788,-0.094417006,-1.2204247114349478,0.3138197586022343,0.1494008,-1.9267539133872407,-0.2566327057432274,-0.025477767
286,-1.422694452262609,-7.1493907,-1.2652626197251409,0.12113090776601651,0.15782218,-0.8825738323121884,0.09919538238837394,-0.049878936,-1.3543010495800667,0.13673024534131298,0.121951036,-1.9085201326468564,-0.16715482409917895,-0.017624967
287,-1.383136871609131,-7.4669685,-1.0522664245801192,0.26112161583691185,0.43398303,-1.2742036252601514,-0.13036014305912846,-0.39519727,-1.3565161296528212,0.28110776501065765,0.14240454,-2.1058664630310324,-0.38107938568291533,-0.0912271
288,-1.3752668518556945,-7.4127107,-0.6258955454793632,0.5216282615207215,0.8494229,-1.3224957924139604,-0.335831894825615,-0.44875056,-1.5974736128392526,0.005856445470194871,-0.020742334,-2.052724197961188,-0.2914301554604323,-0.10806765
289,-1.4190925297262278,-7.798051,-0.9703759724675558,0.3516159236627531,0.581737,-1.0353593279121172,-0.17067878336830794,-0.12941796,-1.4812167474511118,0.06437703603285225,0.11529648,-2.4357925683544486,-0.5999231796867341,-0.2681809
290,-1.434615769936122,-8.099968,-1.3787309121659534,0.21391878955472188,0.23357141,-1.3732553697374168,-0.17804804020750337,-0.420523,-1.3910236620338077,0.09011270582110592,0.22884078,-2.2972300615659536,-0.4085035887392549,-0.14294042
291,-1.4724123766671549,-7.9557505,-1.1830998092437912,0.24464641589547342,0.400396,-1.3904901103728255,-0.23185176711442768,-0.45601633,-1.5256689048204695,-0.02983132063558408,0.110718474,-2.1694632884699465,-0.13409036949667258,-0.06905339
292,-1.4495279998517845,-8.145882,-1.1765827695328905,0.15879715350857213,0.44480863,-1.302078394095476,-0.18420556968306911,-0.3446782,-1.6919185100037675,-0.030931538130642085,0.010913566,-2.2702166454237096,-0.29029909473440874,-0.10021928
293,-1.2288042039028109,-7.438253,-0.7831458121389319,0.32538831111026434,0.6972307,-0.8946195465121747,-0.02812461780911117,-0.027176522,-1.3978425393985046,-0.13989561179737742,0.07762845,-2.1312330845437506,-0.5055861712765752,-0.16965021
294,-1.6138029700425056,-9.676944,-1.8302388620285004,-0.1737753936800847,0.095952705,-1.161678860387704,0.004554897206670787,-0.027392745,-2.172409785846551,-0.31881228945275364,-0.1356768,-2.9930395451793963,-0.919240900084382,-0.34712848
295,-1.6493305097189583,-9.52366,-1.8458861592115965,-0.3130500940114509,0.049711473,-1.1093820413644706,-0.09476432273080848,0.008816229,-1.9822243399981088,-0.35058171399793425,-0.07746974,-2.8675913724050144,-0.8675429695707951,-0.3291162
296,-1.6228536465130914,-9.928112,-1.952655253259993,-0.4225758467020224,0.02341041,-0.9324302344872984,0.10813248516269566,0.22999349,-2.412757610671414,-0.51424149696504,-0.2947666,-3.005277942018823,-0.8913884787642529,-0.35445192
297,-1.5784545480600265,-9.747331,-2.1444634765370014,-0.823260672173948,-0.20436843,-0.7320070754577575,0.3233838135774013,0.40729344,-2.0081659255186075,-0.4047138037317513,-0.08060709,-3.0772894154193824,-1.1256461320291145,-0.408811
298,-1.63424173525822,-10.24615,-2.6017411691046877,-0.8924992602216166,-0.56231,-0.7965156340860162,0.3328905491603491,0.40342963,-2.4345723317719163,-0.5712578123060016,-0.26794055,-2.907487159989417,-0.890904469796943,-0.25536358
299,-1.8977500026300074,-10.806339,-2.8901456546276094,-0.9416555943575593,-0.73918474,-0.8767400581126296,0.41236196602989283,0.38946623,-2.2721765243505603,-0.38597616693701214,-0.114233196,-3.373209100619422,-0.8829894174315327,-0.43100512
300,-1.848550680072891,-10.873764,-2.719790771026578,-0.8406281861076915,-0.555433,-0.8640001392363752,0.516183572345986,0.41311097,-2.5343184576654303,-0.5600447824704986,-0.29170045,-3.35733946119944,-1.0136925982417,-0.43418008
301,-1.5894481479482634,-9.930232,-2.130411142811626,-0.49194077985948503,-0.15398508,-0.44443091287065717,0.5824617553374658,0.71017385,-2.455968004711942,-0.6059733890280299,-0.416444,-3.1046908121988235,-1.0140554156935944,-0.39851546
302,-1.819527358685684,-10.187758,-2.3756912267807473,-0.46716179311870276,-0.3479356,-0.8267892956790326,0.5580842808368662,0.37293315,-2.711508606112462,-0.6578046636039592,-0.5411145,-2.8898537441293892,-0.6566817672458476,-0.19538529
303,-1.6899531566309558,-9.430358,-2.569470975403458,-0.6032502682051281,-0.69235086,-0.5632100285207204,0.5362194817307254,0.53847533,-2.1343281378177696,-0.3534977860460923,-0.24213007,-2.5785885973438467,-0.445233827550197,-0.11148985
304,-1.7392319400993899,-9.327483,-2.306855523688768,-0.5241536362170647,-0.4502942,-0.5919234364711341,0.5069246713865557,0.49598056,-2.0665865095782694,-0.25869581723049656,-0.18463013,-2.8004613993718834,-0.4204115017738412,-0.23413128
305,-1.7484305919737169,-9.0890465,-1.9471906524999616,-0.23569586649623508,-0.13819435,-0.961875868245605,0.2409390859271881,0.107561335,-2.201283530308973,-0.2709383199654379,-0.30866423,-2.49056632184916,-0.23375901749871267,-0.10901772
306,-1.9063653685793092,-9.699226,-2.351220802874681,-0.39553324974478077,-0.42060977,-1.0542173216310256,0.29785974227068834,0.080019355,-2.2466110659172376,-0.1540749885763439,-0.29085076,-2.774572328774664,-0.46110856580394977,-0.16952184
307,-1.9565337944326906,-10.130728,-2.281313915147133,-0.5183182390673533,-0.26489717,-1.2946269671243484,0.03491569814756759,-0.10979396,-2.5943139828496067,-0.5179621122380533,-0.46951118,-2.960271151964697,-0.39865411574752907,-0.19995436
308,-1.761527105227847,-9.607617,-2.089050235308666,-0.3288607113524056,-0.17675151,-1.6104781704202642,-0.09125735975070415,-0.47365284,-2.3984299201991615,-0.47392994714961134,-0.40830937,-2.5636184429374964,-0.3184047091508021,-0.057601467
309,-1.6741288189296908,-8.684529,-1.8688647412069819,-0.32383882779570483,-0.14027578,-1.0191354790315876,0.12252887237064979,-0.0060107186,-2.0378765871862905,-0.06698440042979298,-0.2552439,-2.505339756757109,-0.3835601759224258,-0.15150529
310,-1.414282078118199,-7.6459618,-1.5339061023296563,-0.14576606548445423,-0.012058839,-0.7772767321660705,0.22405612230064945,0.11933506,-1.6734712776283698,-0.03646358923433263,-0.106512606,-2.1839611123712217,-0.2417321209011028,-0.14171785
311,-1.237670294771545,-6.7206583,-1.2816600778030647,-0.12663051402084544,0.05602245,-0.46907737635238156,0.40235464129339893,0.31471568,-1.3585181897939522,-0.020592859860418977,0.026210967,-1.942320214696407,-0.3844196264147497,-0.14918882
312,-1.1718072929321086,-6.1736503,-1.1111863448385575,0.03269679270019479,0.11760439,-0.4684792982810678,0.28113255548162536,0.25238866,-1.087310246114332,0.0801295344612182,0.18660387,-1.8888617115494375,-0.22612871553423378,-0.1793417
313,-0.9102171140069398,-5.191166,-0.952561999829546,-0.1792233490129626,0.08070755,-0.5925601537675453,0.05206871819378517,0.01813736,-0.6063150581797505,0.23332552481167856,0.38462633,-1.3234289987824028,-0.07758433993324151,-0.00660944
314,-0.844368140196195,-5.7643394,-0.9935309820016266,-0.1547567768186717,0.15380433,-0.6994889888079755,0.005589394994476714,-0.021685705,-1.0004030445283336,-0.14955103238966402,0.1797207,-1.7001556784002412,-0.7100493928946071,-0.09514627
315,-0.7201699136766362,-5.3367987,-0.84423910603626,-0.1736812631685023,0.21797034,-0.49848299607451557,0.0197762105816675,0.12593772,-1.200872524813746,-0.43741469587308246,-0.040828176,-1.2635214697238197,-0.36297621097502836,0.038855292
316,-0.7646555567068425,-6.1123815,-1.1188295218558912,-0.39080725851405307,0.09775852,-0.5008340653703718,0.027669275916335452,0.21641944,-1.1220605176695468,-0.35582079389026783,0.08925528,-2.0143982345291787,-0.9898982300356309,-0.27996698
317,-0.7546736843279618,-6.31326,-1.4283839894513766,-0.6448817593106828,-0.17172723,-0.3245906953248983,0.1921874925465736,0.40963227,-1.3457326334242365,-0.4489164956427928,-0.016744707,-1.9430709155555346,-1.006641228053703,-0.24895798
318,-0.8592872578230033,-5.8981743,-1.2297887142896837,-0.410999688359148,-0.055798665,-0.4857497134608534,0.09955943028674206,0.2095039,-1.1283993785100541,-0.16786029887892898,0.056424607,-1.78335037309597,-0.6602677131505525,-0.20636444
319,-0.7108496676337753,-5.2947917,-0.9069512545628786,-0.4195402115488714,0.14684981,-0.2612051478519551,0.1324527149998323,0.35272282,-1.0721533657014768,-0.20780565917037636,-0.011603542,-1.5736853848167478,-0.6508386671280233,-0.1731523
320,-0.8875952111010051,-6.7239347,-1.4757001414565558,-0.5610652361460066,-0.13728827,-0.7722520034894435,-0.04233190041532506,0.02285757,-1.6364696189635768,-0.5352406256816999,-0.2238285,-1.9834908649752527,-0.8952989432159597,-0.20262079
321,-0.7702426597383559,-6.4378357,-1.2244374085618033,-0.49614123810877203,0.056967236,-0.4879177448260522,0.033682071374311895,0.26355565,-1.5238710926940204,-0.7099590681454494,-0.26288775,-2.1025374553334877,-1.028485223607712,-0.30304927
322,-0.7988403183641298,-6.0877633,-0.8691787041997813,-0.19611628092259564,0.34244975,-0.4027833133657718,0.027411939627295028,0.30614793,-1.9940778644064765,-1.133904844864408,-0.63559765,-1.7136065059021501,-0.6791477325842502,-0.1334556
323,-0.6231532543440319,-6.228017,-1.1319743341081947,-0.6228464078585909,0.10763794,-0.7002108767753834,-0.09054244904084159,0.03513498,-1.6793602884164252,-1.0626569570888915,-0.42343575,-1.8617070515027474,-1.0203810013948407,-0.14325917
324,-0.5105229060343429,-5.597788,-1.3380984489228738,-0.8287471846604675,-0.22388789,-0.4472097297049359,-0.1078083635589012,0.20641515,-1.4972644178361239,-0.9903004042875914,-0.33965594,-1.4717973543204874,-0.649557239015816,0.030225735
325,-0.2374259823873227,-4.775758,-1.3647772480235099,-0.8890123953404508,-0.41408235,-0.3386090906928344,-0.1138730528244042,0.2198603,-1.2045778051132427,-0.9676736516195739,-0.21399097,-0.9844321848516712,-0.5837328321232217,0.2181583
326,-0.127809778716526,-3.6042495,-0.5395642595469967,-0.4634247626953174,0.17769563,-0.2581595952089665,-0.1316217116600878,0.1666071,-0.7616371494526868,-0.6767080594322635,-0.035505645,-0.7853439325908709,-0.7760118649657703,0.13789067
327,-0.36361581706451207,-4.3193283,-0.9229568946339779,-0.3373936517071605,-0.06311101,-0.1846080052545184,0.16040381701208226,0.3193289,-0.7975493913097434,-0.39330368291603235,0.06737526,-1.2454039878018124,-0.8111757570764699,-0.0889346
328,-0.3736587929992422,-4.226553,-0.35998622576396017,-0.13332115585884102,0.4811237,-0.16496007340603008,0.11355615326348387,0.33098778,-0.7543787636054555,-0.38464323082852914,0.052223098,-1.5557392823088083,-0.9376240212696546,-0.31568354
329,-0.5494598718884646,-4.978285,-0.8738676510743995,-0.34135516630526097,0.11704424,-0.1462358427950483,0.054260506084186436,0.42678764,-1.4074440672374573,-0.7304237678915102,-0.29516494,-1.502872865568265,-0.6345395945284198,-0.15601747
330,-0.6272018482434057,-4.9986253,-1.041293512669784,-0.5140590664135771,-0.04632767,-0.8366935686622774,-0.2712092387741721,-0.24219437,-1.1992221471175861,-0.5462707066137527,-0.15412489,-1.2238395177646708,-0.397260725037185,0.053025294
331,-0.4005175832518975,-4.312927,-0.838116160177001,-0.3473874631069984,0.02033158,-0.7484218023404703,-0.35109849381625924,-0.24196267,-0.7654063678693203,-0.39167879482083384,0.0881577,-1.0923590923952715,-0.727804887485453,0.043562394
332,-0.30488751161724315,-4.1877317,-0.7437627364011079,-0.2836244774538593,0.08978173,-0.663954523869881,-0.32033980872146034,-0.17203824,-0.6991648382966881,-0.29682043271050035,0.15790758,-1.1442881456443035,-0.7292585670614522,-0.031259835
333,-0.4097270759040551,-3.9088442,-0.5149846795528935,-0.1313330420629551,0.2629866,-0.4732168728736931,-0.35914974840366465,-0.017168488,-0.5359886081591655,-0.0904720345639895,0.21511485,-1.2335936280646889,-0.831648384729819,-0.13457128
334,-0.5617846808701149,-4.314464,-0.7143123088049315,-0.14916728393920226,0.1444616,-0.5195469068774714,-0.0800636597162622,-0.013741735,-0.9714172883906401,-0.2910938884705777,-0.0050069317,-1.1424053935504628,-0.4472783855011792,-0.049879536
335,-0.5568673669386758,-4.2061276,-0.677184895611789,-0.07116344605739652,0.1599994,-0.48116265697428295,-0.08879159408244255,0.012328532,-0.5656133033943498,0.09959146988980505,0.2144446,-1.3674293164645395,-0.6906267852288503,-0.18999468
336,-0.739351389345845,-4.5374365,-0.7597503734403338,-0.028865112167765203,0.14342442,-0.43559090452093163,0.12223336213178382,0.09260485,-1.0088441364553569,-0.0830646726647117,-0.018228136,-1.3495500250507408,-0.25482116797068527,-0.1472526
337,-0.8400224309553321,-4.1350284,-0.4322607092777215,0.13101813247438465,0.39074892,-0.5754156046960592,0.10704238481298227,-0.08682209,-0.7373452600362966,0.06010192149791328,0.070983805,-1.2298443385748854,-0.2315674705079293,-0.15066546
338,-0.7932210102226456,-4.5462747,-0.4370013864936187,0.2727670689921211,0.4678418,-0.4875516885036731,0.09121808331362233,0.04743687,-1.0156054494191868,-0.24963085564628135,-0.060020324,-1.5240854604673972,-0.4594049434505971,-0.25582632
339,-0.6199242048066411,-4.268528,-0.6070967344553603,-0.09212239023505106,0.2424932,-0.12846758329697003,0.059654999494022726,0.36667347,-1.0202886536548341,-0.3921154137902624,-0.070407964,-1.2728688916061093,-0.5532766707185666,-0.18007776
340,-0.5286099839729752,-4.358946,-0.9719740375856041,-0.5277577427679645,-0.10427882,-0.18252645934522008,0.04829343733843705,0.3271447,-0.46420890317656704,-0.07995751600067569,0.31932485,-1.4318495925648769,-0.6632396152013977,-0.28625736
341,-0.8723034102626902,-5.413324,-0.9726021976999393,-0.24824500182246834,0.10484505,-0.3994521686348818,0.29645400032822855,0.23221582,-1.0973820534865597,-0.1189237325407611,0.10615017,-1.9803564084111474,-0.8640669098206413,-0.4732792
